frame#,time,uid,x1,y1,x2,y2,lidar_d(ft),grnd_angle_d(ft),
23,2017-07-19 11:17:46.602,3f95161b-ca23-45a0-8d5d-f70173da7e3d,720.547119141,171.918869019,763.111206055,212.769805908,12345,25.8495324396,
24,2017-07-19 11:17:46.648,b8e3a6b0-faae-4e1a-84ef-ec6d1337eb2c,754.367370605,172.076385498,821.009521484,223.086868286,12345,24.6540732866,
24,2017-07-19 11:17:46.648,3f95161b-ca23-45a0-8d5d-f70173da7e3d,720.547119141,171.918869019,763.111206055,212.769805908,12345,25.8495324396,
25,2017-07-19 11:17:46.692,3f95161b-ca23-45a0-8d5d-f70173da7e3d,714.461547852,169.49546814,761.601928711,212.559341431,12345,25.8751272138,
26,2017-07-19 11:17:46.735,3f95161b-ca23-45a0-8d5d-f70173da7e3d,714.461547852,169.49546814,761.601928711,212.559341431,12345,25.8751272138,
27,2017-07-19 11:17:46.779,3f95161b-ca23-45a0-8d5d-f70173da7e3d,710.364318848,169.461212158,757.42175293,211.2474823,12345,26.0358132562,
28,2017-07-19 11:17:46.822,3f95161b-ca23-45a0-8d5d-f70173da7e3d,710.364318848,169.461212158,757.42175293,211.2474823,12345,26.0358132562,
29,2017-07-19 11:17:46.863,3f95161b-ca23-45a0-8d5d-f70173da7e3d,710.364318848,169.461212158,757.42175293,211.2474823,12345,26.0358132562,
30,2017-07-19 11:17:46.903,3f95161b-ca23-45a0-8d5d-f70173da7e3d,710.364318848,169.461212158,757.42175293,211.2474823,12345,26.0358132562,
31,2017-07-19 11:17:46.952,3f95161b-ca23-45a0-8d5d-f70173da7e3d,710.364318848,169.461212158,757.42175293,211.2474823,12345,26.0358132562,
32,2017-07-19 11:17:46.995,3f95161b-ca23-45a0-8d5d-f70173da7e3d,704.612792969,167.961593628,750.166015625,208.79069519,12345,26.3421700617,
33,2017-07-19 11:17:47.035,3f95161b-ca23-45a0-8d5d-f70173da7e3d,704.612792969,167.961593628,750.166015625,208.79069519,12345,26.3421700617,
34,2017-07-19 11:17:47.074,3f95161b-ca23-45a0-8d5d-f70173da7e3d,704.612792969,167.961593628,750.166015625,208.79069519,12345,26.3421700617,
35,2017-07-19 11:17:47.114,3f95161b-ca23-45a0-8d5d-f70173da7e3d,703.386474609,167.805130005,749.105041504,208.8621521,12345,26.3331577536,
36,2017-07-19 11:17:47.153,3f95161b-ca23-45a0-8d5d-f70173da7e3d,703.386474609,167.805130005,749.105041504,208.8621521,12345,26.3331577536,
37,2017-07-19 11:17:47.192,3f95161b-ca23-45a0-8d5d-f70173da7e3d,701.278137207,167.860183716,745.245849609,208.881729126,12345,26.3306897306,
38,2017-07-19 11:17:47.236,3f95161b-ca23-45a0-8d5d-f70173da7e3d,700.744873047,167.849304199,745.090026855,208.585754395,12345,26.3680519121,
39,2017-07-19 11:17:47.281,3f95161b-ca23-45a0-8d5d-f70173da7e3d,699.981872559,169.453918457,742.923156738,208.309692383,12345,26.4029961212,
40,2017-07-19 11:17:47.326,3f95161b-ca23-45a0-8d5d-f70173da7e3d,701.214233398,170.344665527,745.08026123,208.207778931,12345,26.4159198482,
41,2017-07-19 11:17:47.369,3f95161b-ca23-45a0-8d5d-f70173da7e3d,701.214233398,170.344665527,745.08026123,208.207778931,12345,26.4159198482,
42,2017-07-19 11:17:47.411,3f95161b-ca23-45a0-8d5d-f70173da7e3d,701.214233398,170.344665527,745.08026123,208.207778931,12345,26.4159198482,
43,2017-07-19 11:17:47.452,3f95161b-ca23-45a0-8d5d-f70173da7e3d,698.578613281,171.134002686,739.148254395,207.364257812,12345,26.5233751372,
44,2017-07-19 11:17:47.492,3f95161b-ca23-45a0-8d5d-f70173da7e3d,698.578613281,171.134002686,739.148254395,207.364257812,12345,26.5233751372,
45,2017-07-19 11:17:47.536,3f95161b-ca23-45a0-8d5d-f70173da7e3d,698.578613281,171.134002686,739.148254395,207.364257812,12345,26.5233751372,
46,2017-07-19 11:17:47.580,3f95161b-ca23-45a0-8d5d-f70173da7e3d,698.578613281,171.134002686,739.148254395,207.364257812,12345,26.5233751372,
47,2017-07-19 11:17:47.622,3f95161b-ca23-45a0-8d5d-f70173da7e3d,698.578613281,171.134002686,739.148254395,207.364257812,12345,26.5233751372,
48,2017-07-19 11:17:47.661,3f95161b-ca23-45a0-8d5d-f70173da7e3d,698.578613281,171.134002686,739.148254395,207.364257812,12345,26.5233751372,
49,2017-07-19 11:17:47.698,3f95161b-ca23-45a0-8d5d-f70173da7e3d,698.578613281,171.134002686,739.148254395,207.364257812,12345,26.5233751372,
50,2017-07-19 11:17:47.742,3f95161b-ca23-45a0-8d5d-f70173da7e3d,698.578613281,171.134002686,739.148254395,207.364257812,12345,26.5233751372,
51,2017-07-19 11:17:47.776,3f95161b-ca23-45a0-8d5d-f70173da7e3d,698.578613281,171.134002686,739.148254395,207.364257812,12345,26.5233751372,
52,2017-07-19 11:17:47.818,3f95161b-ca23-45a0-8d5d-f70173da7e3d,698.578613281,171.134002686,739.148254395,207.364257812,12345,26.5233751372,
