z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,
3.42083740234,3.46961975098,3.27151489258,3.28680419922,3.1403503418,3.14334106445,1.72898864746,1.20062255859,1.19107055664,1.21415710449,2.54191589355,3.1134185791,3.09666442871,3.13778686523,3.20765686035,3.31652832031,
3.42083740234,3.46961975098,3.27151489258,3.28680419922,3.1403503418,3.14334106445,1.72898864746,1.20062255859,1.19107055664,1.21415710449,2.54191589355,3.1134185791,3.09666442871,3.13778686523,3.20765686035,3.31652832031,
3.42207336426,3.46095275879,3.27250671387,3.2880859375,3.13836669922,3.14570617676,1.7262878418,1.20045471191,1.19068908691,1.21379089355,2.54187011719,3.11315917969,3.09605407715,3.13865661621,3.20503234863,3.31764221191,
3.42207336426,3.46095275879,3.27250671387,3.2880859375,3.13836669922,3.14570617676,1.7262878418,1.20045471191,1.19068908691,1.21379089355,2.54187011719,3.11315917969,3.09605407715,3.13865661621,3.20503234863,3.31764221191,
3.42207336426,3.46095275879,3.27250671387,3.2880859375,3.13836669922,3.14570617676,1.7262878418,1.20045471191,1.19068908691,1.21379089355,2.54187011719,3.11315917969,3.09605407715,3.13865661621,3.20503234863,3.31764221191,
3.42207336426,3.46095275879,3.27250671387,3.2880859375,3.13836669922,3.14570617676,1.7262878418,1.20045471191,1.19068908691,1.21379089355,2.54187011719,3.11315917969,3.09605407715,3.13865661621,3.20503234863,3.31764221191,
3.42207336426,3.46095275879,3.27250671387,3.2880859375,3.13836669922,3.14570617676,1.7262878418,1.20045471191,1.19068908691,1.21379089355,2.54187011719,3.11315917969,3.09605407715,3.13865661621,3.20503234863,3.31764221191,
3.42207336426,3.46095275879,3.27250671387,3.2880859375,3.13836669922,3.14570617676,1.7262878418,1.20045471191,1.19068908691,1.21379089355,2.54187011719,3.11315917969,3.09605407715,3.13865661621,3.20503234863,3.31764221191,
3.42189025879,3.46640014648,3.27244567871,3.28926086426,3.13916015625,3.14643859863,1.72659301758,1.20036315918,1.19041442871,1.21397399902,2.53308105469,3.1138458252,3.09582519531,3.13850402832,3.20397949219,3.3177947998,
3.42189025879,3.46640014648,3.27244567871,3.28926086426,3.13916015625,3.14643859863,1.72659301758,1.20036315918,1.19041442871,1.21397399902,2.53308105469,3.1138458252,3.09582519531,3.13850402832,3.20397949219,3.3177947998,
3.42189025879,3.46640014648,3.27244567871,3.28926086426,3.13916015625,3.14643859863,1.72659301758,1.20036315918,1.19041442871,1.21397399902,2.53308105469,3.1138458252,3.09582519531,3.13850402832,3.20397949219,3.3177947998,
3.42189025879,3.46640014648,3.27244567871,3.28926086426,3.13916015625,3.14643859863,1.72659301758,1.20036315918,1.19041442871,1.21397399902,2.53308105469,3.1138458252,3.09582519531,3.13850402832,3.20397949219,3.3177947998,
3.42189025879,3.46640014648,3.27244567871,3.28926086426,3.13916015625,3.14643859863,1.72659301758,1.20036315918,1.19041442871,1.21397399902,2.53308105469,3.1138458252,3.09582519531,3.13850402832,3.20397949219,3.3177947998,
3.42189025879,3.46640014648,3.27244567871,3.28926086426,3.13916015625,3.14643859863,1.72659301758,1.20036315918,1.19041442871,1.21397399902,2.53308105469,3.1138458252,3.09582519531,3.13850402832,3.20397949219,3.3177947998,
3.42163085938,3.46836853027,3.27203369141,3.28964233398,3.1390838623,3.14714050293,1.72691345215,1.20021057129,1.19017028809,1.21415710449,2.53749084473,3.11380004883,3.09544372559,3.13757324219,3.20379638672,3.3176574707,
3.42163085938,3.46836853027,3.27203369141,3.28964233398,3.1390838623,3.14714050293,1.72691345215,1.20021057129,1.19017028809,1.21415710449,2.53749084473,3.11380004883,3.09544372559,3.13757324219,3.20379638672,3.3176574707,
3.42163085938,3.46836853027,3.27203369141,3.28964233398,3.1390838623,3.14714050293,1.72691345215,1.20021057129,1.19017028809,1.21415710449,2.53749084473,3.11380004883,3.09544372559,3.13757324219,3.20379638672,3.3176574707,
3.42163085938,3.46836853027,3.27203369141,3.28964233398,3.1390838623,3.14714050293,1.72691345215,1.20021057129,1.19017028809,1.21415710449,2.53749084473,3.11380004883,3.09544372559,3.13757324219,3.20379638672,3.3176574707,
3.42163085938,3.46836853027,3.27203369141,3.28964233398,3.1390838623,3.14714050293,1.72691345215,1.20021057129,1.19017028809,1.21415710449,2.53749084473,3.11380004883,3.09544372559,3.13757324219,3.20379638672,3.3176574707,
3.42170715332,3.46597290039,3.27079772949,3.28843688965,3.12826538086,3.14660644531,1.72541809082,1.19802856445,1.18817138672,1.21186828613,2.53799438477,3.1134185791,3.0945892334,3.13653564453,3.20350646973,3.3172454834,
3.42170715332,3.46597290039,3.27079772949,3.28843688965,3.12826538086,3.14660644531,1.72541809082,1.19802856445,1.18817138672,1.21186828613,2.53799438477,3.1134185791,3.0945892334,3.13653564453,3.20350646973,3.3172454834,
3.42170715332,3.46597290039,3.27079772949,3.28843688965,3.12826538086,3.14660644531,1.72541809082,1.19802856445,1.18817138672,1.21186828613,2.53799438477,3.1134185791,3.0945892334,3.13653564453,3.20350646973,3.3172454834,
3.42170715332,3.46597290039,3.27079772949,3.28843688965,3.12826538086,3.14660644531,1.72541809082,1.19802856445,1.18817138672,1.21186828613,2.53799438477,3.1134185791,3.0945892334,3.13653564453,3.20350646973,3.3172454834,
3.42170715332,3.46597290039,3.27079772949,3.28843688965,3.12826538086,3.14660644531,1.72541809082,1.19802856445,1.18817138672,1.21186828613,2.53799438477,3.1134185791,3.0945892334,3.13653564453,3.20350646973,3.3172454834,
3.42204284668,3.46556091309,3.26995849609,3.2876739502,3.13293457031,3.14665222168,1.72593688965,1.19714355469,1.18807983398,1.21165466309,2.53758239746,3.11274719238,3.09436035156,3.13639831543,3.20252990723,3.31701660156,
3.42204284668,3.46556091309,3.26995849609,3.2876739502,3.13293457031,3.14665222168,1.72593688965,1.19714355469,1.18807983398,1.21165466309,2.53758239746,3.11274719238,3.09436035156,3.13639831543,3.20252990723,3.31701660156,
3.42204284668,3.46556091309,3.26995849609,3.2876739502,3.13293457031,3.14665222168,1.72593688965,1.19714355469,1.18807983398,1.21165466309,2.53758239746,3.11274719238,3.09436035156,3.13639831543,3.20252990723,3.31701660156,
3.42204284668,3.46556091309,3.26995849609,3.2876739502,3.13293457031,3.14665222168,1.72593688965,1.19714355469,1.18807983398,1.21165466309,2.53758239746,3.11274719238,3.09436035156,3.13639831543,3.20252990723,3.31701660156,
3.42204284668,3.46556091309,3.26995849609,3.2876739502,3.13293457031,3.14665222168,1.72593688965,1.19714355469,1.18807983398,1.21165466309,2.53758239746,3.11274719238,3.09436035156,3.13639831543,3.20252990723,3.31701660156,
