z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,
3.50283813477,3.47714233398,3.27810668945,3.28706359863,3.17778015137,3.06030273438,2.51652526855,2.69262695312,3.09071350098,3.17205810547,1.86683654785,1.20797729492,1.20776367188,1.25230407715,3.17558288574,3.32551574707,
3.50283813477,3.47714233398,3.27810668945,3.28706359863,3.17778015137,3.06030273438,2.51652526855,2.69262695312,3.09071350098,3.17205810547,1.86683654785,1.20797729492,1.20776367188,1.25230407715,3.17558288574,3.32551574707,
3.50303649902,3.47789001465,3.27824401855,3.28826904297,3.1767578125,3.0617980957,2.51710510254,2.6911315918,3.08796691895,3.17149353027,1.86659240723,1.2082824707,1.20751953125,1.2518157959,3.17607116699,3.32765197754,
3.50303649902,3.47789001465,3.27824401855,3.28826904297,3.1767578125,3.0617980957,2.51710510254,2.6911315918,3.08796691895,3.17149353027,1.86659240723,1.2082824707,1.20751953125,1.2518157959,3.17607116699,3.32765197754,
3.50248718262,3.47871398926,3.27844238281,3.28726196289,3.17721557617,3.06063842773,2.5185546875,2.69136047363,3.08892822266,3.17213439941,1.86637878418,1.20816040039,1.20739746094,1.25193786621,3.17672729492,3.326171875,
3.50248718262,3.47871398926,3.27844238281,3.28726196289,3.17721557617,3.06063842773,2.5185546875,2.69136047363,3.08892822266,3.17213439941,1.86637878418,1.20816040039,1.20739746094,1.25193786621,3.17672729492,3.326171875,
3.50248718262,3.47871398926,3.27844238281,3.28726196289,3.17721557617,3.06063842773,2.5185546875,2.69136047363,3.08892822266,3.17213439941,1.86637878418,1.20816040039,1.20739746094,1.25193786621,3.17672729492,3.326171875,
3.50248718262,3.47871398926,3.27844238281,3.28726196289,3.17721557617,3.06063842773,2.5185546875,2.69136047363,3.08892822266,3.17213439941,1.86637878418,1.20816040039,1.20739746094,1.25193786621,3.17672729492,3.326171875,
3.50248718262,3.47871398926,3.27844238281,3.28726196289,3.17721557617,3.06063842773,2.5185546875,2.69136047363,3.08892822266,3.17213439941,1.86637878418,1.20816040039,1.20739746094,1.25193786621,3.17672729492,3.326171875,
3.50248718262,3.47871398926,3.27844238281,3.28726196289,3.17721557617,3.06063842773,2.5185546875,2.69136047363,3.08892822266,3.17213439941,1.86637878418,1.20816040039,1.20739746094,1.25193786621,3.17672729492,3.326171875,
3.50248718262,3.47871398926,3.27844238281,3.28726196289,3.17721557617,3.06063842773,2.5185546875,2.69136047363,3.08892822266,3.17213439941,1.86637878418,1.20816040039,1.20739746094,1.25193786621,3.17672729492,3.326171875,
3.50291442871,3.47868347168,3.2774810791,3.28668212891,3.17756652832,3.05937194824,2.51853942871,2.69171142578,3.08921813965,3.17192077637,1.86749267578,1.20811462402,1.20776367188,1.25177001953,3.17639160156,3.3265838623,
3.50291442871,3.47868347168,3.2774810791,3.28668212891,3.17756652832,3.05937194824,2.51853942871,2.69171142578,3.08921813965,3.17192077637,1.86749267578,1.20811462402,1.20776367188,1.25177001953,3.17639160156,3.3265838623,
3.50291442871,3.47868347168,3.2774810791,3.28668212891,3.17756652832,3.05937194824,2.51853942871,2.69171142578,3.08921813965,3.17192077637,1.86749267578,1.20811462402,1.20776367188,1.25177001953,3.17639160156,3.3265838623,
3.50291442871,3.47868347168,3.2774810791,3.28668212891,3.17756652832,3.05937194824,2.51853942871,2.69171142578,3.08921813965,3.17192077637,1.86749267578,1.20811462402,1.20776367188,1.25177001953,3.17639160156,3.3265838623,
3.50186157227,3.47807312012,3.2774810791,3.28709411621,3.17700195312,3.06018066406,2.51840209961,2.6918182373,3.08935546875,3.17225646973,1.86625671387,1.20799255371,1.20780944824,1.25253295898,3.17706298828,3.32537841797,
3.50186157227,3.47807312012,3.2774810791,3.28709411621,3.17700195312,3.06018066406,2.51840209961,2.6918182373,3.08935546875,3.17225646973,1.86625671387,1.20799255371,1.20780944824,1.25253295898,3.17706298828,3.32537841797,
3.50186157227,3.47807312012,3.2774810791,3.28709411621,3.17700195312,3.06018066406,2.51840209961,2.6918182373,3.08935546875,3.17225646973,1.86625671387,1.20799255371,1.20780944824,1.25253295898,3.17706298828,3.32537841797,
3.50186157227,3.47807312012,3.2774810791,3.28709411621,3.17700195312,3.06018066406,2.51840209961,2.6918182373,3.08935546875,3.17225646973,1.86625671387,1.20799255371,1.20780944824,1.25253295898,3.17706298828,3.32537841797,
3.50186157227,3.47807312012,3.2774810791,3.28709411621,3.17700195312,3.06018066406,2.51840209961,2.6918182373,3.08935546875,3.17225646973,1.86625671387,1.20799255371,1.20780944824,1.25253295898,3.17706298828,3.32537841797,
3.50190734863,3.47785949707,3.27742004395,3.28672790527,3.17666625977,3.05963134766,2.51933288574,2.69285583496,3.08938598633,3.17227172852,1.86750793457,1.20849609375,1.20736694336,1.25184631348,3.17631530762,3.3257598877,
3.50190734863,3.47785949707,3.27742004395,3.28672790527,3.17666625977,3.05963134766,2.51933288574,2.69285583496,3.08938598633,3.17227172852,1.86750793457,1.20849609375,1.20736694336,1.25184631348,3.17631530762,3.3257598877,
3.50190734863,3.47785949707,3.27742004395,3.28672790527,3.17666625977,3.05963134766,2.51933288574,2.69285583496,3.08938598633,3.17227172852,1.86750793457,1.20849609375,1.20736694336,1.25184631348,3.17631530762,3.3257598877,
3.50190734863,3.47785949707,3.27742004395,3.28672790527,3.17666625977,3.05963134766,2.51933288574,2.69285583496,3.08938598633,3.17227172852,1.86750793457,1.20849609375,1.20736694336,1.25184631348,3.17631530762,3.3257598877,
3.50190734863,3.47785949707,3.27742004395,3.28672790527,3.17666625977,3.05963134766,2.51933288574,2.69285583496,3.08938598633,3.17227172852,1.86750793457,1.20849609375,1.20736694336,1.25184631348,3.17631530762,3.3257598877,
3.50216674805,3.47822570801,3.27789306641,3.28671264648,3.17666625977,3.05906677246,2.51811218262,2.6922454834,3.08937072754,3.1721496582,1.86723327637,1.20826721191,1.20777893066,1.251953125,3.17608642578,3.32554626465,
